Filename,Original File Size (bytes),Compressed File Size (bytes),Compression Ratio,Time Elapsed (seconds),Effort
kodim13.png,1179648,635857,0.5390226576063368,0.09418058395385742,0
kodim13.png,1179648,601885,0.5102242363823785,0.23508048057556152,1
kodim13.png,1179648,598863,0.5076624552408854,0.35103464126586914,2
kodim13.png,1179648,595225,0.5045784844292535,0.3886387348175049,3
kodim13.png,1179648,590847,0.5008672078450521,2.217515468597412,4
kodim13.png,1179648,586617,0.49728139241536456,1.5642783641815186,5
kodim13.png,1179648,586625,0.49728817409939235,23.1965274810791,6
kodim13.png,1179648,586623,0.49728647867838544,25.37778902053833,7
kodim13.png,1179648,587507,0.49803585476345485,146.4900462627411,8
kodim13.png,1179648,587871,0.49834442138671875,177.65823221206665,9
kodim18.png,1179648,605915,0.5136405097113715,0.09096646308898926,0
kodim18.png,1179648,562613,0.47693294949001735,0.23260140419006348,1
kodim18.png,1179648,558047,0.47306230333116317,0.32146143913269043,2
kodim18.png,1179648,555387,0.47080739339192706,0.35647034645080566,3
kodim18.png,1179648,549851,0.46611446804470485,1.9705290794372559,4
kodim18.png,1179648,546327,0.46312713623046875,1.5605342388153076,5
kodim18.png,1179648,546367,0.46316104465060765,3.096933364868164,6
kodim18.png,1179648,546353,0.46314917670355904,20.218698263168335,7
kodim18.png,1179648,546925,0.46363406711154515,126.53779816627502,8
kodim18.png,1179648,547483,0.46410708957248265,181.95210337638855,9
kodim20.png,1179648,406007,0.34417639838324654,0.10282206535339355,0
kodim20.png,1179648,369463,0.31319766574435765,0.21915340423583984,1
kodim20.png,1179648,360301,0.30543094211154515,0.28994178771972656,2
kodim20.png,1179648,359289,0.30457305908203125,0.3247110843658447,3
kodim20.png,1179648,353373,0.29955800374348956,1.4988117218017578,4
kodim20.png,1179648,351321,0.29781850179036456,1.1899082660675049,5
kodim20.png,1179648,349269,0.29607899983723956,2.608179807662964,6
kodim20.png,1179648,349265,0.29607560899522567,28.956916570663452,7
kodim20.png,1179648,348903,0.29576873779296875,113.05596137046814,8
kodim20.png,1179648,349333,0.29613325330946183,199.20774745941162,9
kodim14.png,1179648,549845,0.46610938178168404,0.09661316871643066,0
kodim14.png,1179648,525459,0.44543711344401044,0.23400568962097168,1
kodim14.png,1179648,519917,0.44073910183376735,0.3310832977294922,2
kodim14.png,1179648,517827,0.43896738688151044,0.3667776584625244,3
kodim14.png,1179648,511375,0.43349795871310765,1.9830422401428223,4
kodim14.png,1179648,505877,0.42883724636501735,1.4163501262664795,5
kodim14.png,1179648,505869,0.42883046468098956,2.8112547397613525,6
kodim14.png,1179648,505837,0.42880333794487846,27.20456600189209,7
kodim14.png,1179648,506295,0.42919158935546875,180.3822934627533,8
kodim14.png,1179648,506183,0.42909664577907985,247.0978057384491,9
kodim24.png,1179648,531023,0.45015377468532985,0.09596514701843262,0
kodim24.png,1179648,508627,0.43116845024956596,0.23880696296691895,1
kodim24.png,1179648,500295,0.42410532633463544,0.35527729988098145,2
kodim24.png,1179648,496899,0.42122650146484375,0.3995985984802246,3
kodim24.png,1179648,484903,0.41105736626519096,1.9452581405639648,4
kodim24.png,1179648,477331,0.40463850233289933,1.7609920501708984,5
kodim24.png,1179648,477229,0.40455203586154515,7.739987134933472,6
kodim24.png,1179648,477123,0.40446217854817706,27.30711078643799,7
kodim24.png,1179648,476829,0.40421295166015625,168.33198523521423,8
kodim24.png,1179648,477033,0.40438588460286456,225.74954557418823,9
kodim05.png,1179648,610011,0.5171127319335938,0.09949874877929688,0
kodim05.png,1179648,572279,0.48512691921657985,0.23725342750549316,1
kodim05.png,1179648,565291,0.47920311821831596,0.3488175868988037,2
kodim05.png,1179648,562493,0.47683122422960067,0.38393664360046387,3
kodim05.png,1179648,550533,0.46669260660807294,2.1770780086517334,4
kodim05.png,1179648,538153,0.45619795057508683,1.5135862827301025,5
kodim05.png,1179648,538277,0.45630306667751735,8.309543132781982,6
kodim05.png,1179648,538167,0.45620981852213544,30.55073308944702,7
kodim05.png,1179648,539397,0.45725250244140625,150.77253222465515,8
kodim05.png,1179648,539539,0.45737287733289933,189.46284794807434,9
kodim06.png,1179648,517705,0.43886396620008683,0.09563899040222168,0
kodim06.png,1179648,473117,0.40106625027126735,0.24985861778259277,1
kodim06.png,1179648,467263,0.39610375298394096,0.3341212272644043,2
kodim06.png,1179648,465877,0.39492882622612846,0.36199355125427246,3
kodim06.png,1179648,462527,0.39208899603949654,1.7651467323303223,4
kodim06.png,1179648,460257,0.39016469319661456,1.3596060276031494,5
kodim06.png,1179648,460223,0.39013587103949654,6.438544750213623,6
kodim06.png,1179648,460215,0.39012908935546875,20.73430299758911,7
kodim06.png,1179648,460295,0.39019690619574654,182.4088499546051,8
